epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,61950.1,1.57312,1.70797,2.64365,0.90179,0.87202,0.90831,0.77747,1.3452,1.12038,2.52908,0.00552025,0.00552025,0.00552025
183,62294,1.54638,1.68595,2.61424,0.90865,0.8755,0.91018,0.77961,1.35196,1.09169,2.54833,0.0054955,0.0054955,0.0054955
184,62660.9,1.55304,1.66929,2.62368,0.91873,0.87512,0.91091,0.78793,1.31706,1.13016,2.48899,0.00547075,0.00547075,0.00547075
185,63028.9,1.57618,1.73753,2.63165,0.91483,0.8668,0.91058,0.78749,1.30517,1.13576,2.46748,0.005446,0.005446,0.005446
186,63403.7,1.57031,1.70582,2.64358,0.90928,0.87434,0.91103,0.79183,1.28797,1.13552,2.44909,0.00542125,0.00542125,0.00542125
187,63751.9,1.55451,1.68056,2.63851,0.92632,0.88272,0.91493,0.79498,1.27127,1.13291,2.41821,0.0053965,0.0053965,0.0053965
188,64097.5,1.56308,1.65655,2.63502,0.92617,0.88224,0.91914,0.79872,1.26747,1.14116,2.41564,0.00537175,0.00537175,0.00537175
189,64441.5,1.54236,1.70138,2.63261,0.90846,0.88113,0.91406,0.7966,1.26743,1.15295,2.42265,0.005347,0.005347,0.005347
190,64785.1,1.51649,1.67148,2.60279,0.91383,0.88201,0.91028,0.79174,1.28226,1.12689,2.4386,0.00532225,0.00532225,0.00532225
191,65128.6,1.53805,1.64602,2.61616,0.9049,0.88107,0.91048,0.79178,1.28605,1.13199,2.44361,0.0052975,0.0052975,0.0052975
192,65471.8,1.54636,1.656,2.62787,0.89965,0.86741,0.90694,0.79222,1.27833,1.13498,2.43561,0.00527275,0.00527275,0.00527275
193,65815.1,1.53547,1.65422,2.6149,0.90051,0.87615,0.90892,0.79802,1.27122,1.12453,2.44012,0.005248,0.005248,0.005248
194,66158.9,1.54891,1.66016,2.6344,0.89379,0.87736,0.90794,0.79791,1.23738,1.13993,2.40404,0.00522325,0.00522325,0.00522325
195,66502.2,1.55604,1.69995,2.64692,0.88096,0.88354,0.90602,0.80229,1.25486,1.10864,2.42741,0.0051985,0.0051985,0.0051985
196,66845.7,1.5246,1.60044,2.59975,0.88106,0.87862,0.90222,0.79874,1.24529,1.114,2.41937,0.00517375,0.00517375,0.00517375
197,67189.7,1.51657,1.6176,2.60414,0.8742,0.87498,0.90529,0.80115,1.2388,1.11276,2.41893,0.005149,0.005149,0.005149
198,67533.4,1.54413,1.6245,2.6198,0.88787,0.87667,0.91114,0.80551,1.24116,1.11057,2.41884,0.00512425,0.00512425,0.00512425
199,67877.3,1.53239,1.61913,2.60659,0.88597,0.89656,0.91292,0.80578,1.24225,1.1306,2.41095,0.0050995,0.0050995,0.0050995
200,68220.9,1.53251,1.6307,2.61394,0.89675,0.87386,0.91038,0.80275,1.23383,1.1502,2.39341,0.00507475,0.00507475,0.00507475
201,68564.7,1.54679,1.69257,2.62725,0.92284,0.87692,0.91409,0.80531,1.23122,1.13366,2.38505,0.00505,0.00505,0.00505
202,68908.3,1.5249,1.63769,2.60162,0.91416,0.87727,0.91766,0.80729,1.23944,1.11622,2.3853,0.00502525,0.00502525,0.00502525
203,69251.4,1.51581,1.63852,2.58932,0.87527,0.90988,0.9163,0.80775,1.24034,1.10903,2.37727,0.0050005,0.0050005,0.0050005
204,69594.9,1.53437,1.63856,2.59577,0.88365,0.90935,0.91993,0.80888,1.2457,1.10103,2.37995,0.00497575,0.00497575,0.00497575
205,69939.3,1.52638,1.59786,2.60404,0.91465,0.86081,0.91788,0.80695,1.24695,1.10984,2.37516,0.004951,0.004951,0.004951
206,70283.4,1.51568,1.62256,2.60052,0.87732,0.90342,0.9186,0.80774,1.24907,1.11221,2.37672,0.00492625,0.00492625,0.00492625
207,70630.8,1.51869,1.65861,2.59913,0.87517,0.91034,0.92298,0.80651,1.24899,1.10732,2.37576,0.0049015,0.0049015,0.0049015
208,70974.9,1.52659,1.63824,2.61414,0.90491,0.86869,0.92179,0.80921,1.24474,1.09809,2.37629,0.00487675,0.00487675,0.00487675
209,71318,1.51201,1.62482,2.59551,0.91542,0.86584,0.92384,0.81461,1.24269,1.09148,2.37249,0.004852,0.004852,0.004852
210,71661.6,1.50678,1.60811,2.59116,0.91425,0.86292,0.92322,0.81691,1.24248,1.08319,2.37938,0.00482725,0.00482725,0.00482725
211,72005.2,1.51469,1.60068,2.58812,0.91555,0.86409,0.92249,0.81808,1.24039,1.06567,2.37979,0.0048025,0.0048025,0.0048025
212,72348.3,1.50287,1.62574,2.59747,0.90742,0.8694,0.92069,0.81575,1.23643,1.0787,2.38286,0.00477775,0.00477775,0.00477775
213,72691.8,1.50443,1.61147,2.58655,0.89691,0.86162,0.91855,0.81341,1.2423,1.07622,2.3915,0.004753,0.004753,0.004753
214,73034.8,1.50027,1.61033,2.59478,0.89245,0.8742,0.92013,0.81373,1.22955,1.1121,2.37941,0.00472825,0.00472825,0.00472825
215,73378.1,1.48972,1.56448,2.57826,0.89473,0.88928,0.9191,0.81166,1.23098,1.11486,2.38773,0.0047035,0.0047035,0.0047035
216,73721.7,1.48142,1.56729,2.56725,0.8922,0.88953,0.91655,0.81093,1.22868,1.14885,2.38786,0.00467875,0.00467875,0.00467875
217,74066.3,1.49672,1.57557,2.58751,0.91375,0.86179,0.92,0.81835,1.22793,1.14759,2.38622,0.004654,0.004654,0.004654
218,74409.9,1.48071,1.58891,2.5598,0.91242,0.8721,0.91696,0.81295,1.24039,1.11116,2.40248,0.00462925,0.00462925,0.00462925
219,74753.7,1.48656,1.58959,2.57032,0.91424,0.87119,0.9155,0.8148,1.23832,1.11844,2.40179,0.0046045,0.0046045,0.0046045
220,75098.1,1.47699,1.56478,2.55705,0.88025,0.88331,0.91733,0.8207,1.23431,1.12611,2.39819,0.00457975,0.00457975,0.00457975
221,75440.7,1.48695,1.57953,2.57135,0.89168,0.87521,0.91683,0.81521,1.23383,1.13469,2.40207,0.004555,0.004555,0.004555
222,75783.5,1.47454,1.5474,2.56743,0.91887,0.86452,0.91916,0.81672,1.22403,1.13907,2.39053,0.00453025,0.00453025,0.00453025
223,76127.1,1.48433,1.60828,2.58086,0.90753,0.87691,0.92024,0.81692,1.23522,1.10942,2.40432,0.0045055,0.0045055,0.0045055
224,76470.5,1.48599,1.56268,2.56715,0.90903,0.87746,0.92075,0.81634,1.24955,1.0676,2.42254,0.00448075,0.00448075,0.00448075
225,76813.2,1.47167,1.55757,2.56582,0.90977,0.87714,0.92031,0.8153,1.24056,1.08639,2.40635,0.004456,0.004456,0.004456
226,77156.2,1.46181,1.52901,2.55579,0.90776,0.87869,0.92067,0.81443,1.2377,1.08513,2.41104,0.00443125,0.00443125,0.00443125
227,77504.8,1.47213,1.52966,2.56473,0.91016,0.87805,0.92042,0.81392,1.23663,1.08401,2.41116,0.0044065,0.0044065,0.0044065
228,77849.3,1.46288,1.51875,2.56064,0.91763,0.87326,0.92215,0.81482,1.2256,1.11915,2.3951,0.00438175,0.00438175,0.00438175
229,78193.7,1.48212,1.56654,2.57757,0.92266,0.87349,0.92192,0.8171,1.22455,1.11451,2.39241,0.004357,0.004357,0.004357
230,78537.9,1.46577,1.56024,2.56383,0.9113,0.87429,0.92011,0.81432,1.22366,1.11651,2.3925,0.00433225,0.00433225,0.00433225
231,78882.4,1.45962,1.52758,2.56378,0.9106,0.88694,0.92134,0.81592,1.22374,1.11849,2.39397,0.0043075,0.0043075,0.0043075
232,79226.9,1.47612,1.55306,2.56594,0.91409,0.88685,0.91844,0.8128,1.22548,1.11808,2.3987,0.00428275,0.00428275,0.00428275
233,79571.5,1.4686,1.5595,2.56339,0.91248,0.88429,0.91912,0.81376,1.22536,1.1164,2.40273,0.004258,0.004258,0.004258
234,79915.6,1.44837,1.51656,2.54476,0.89751,0.88437,0.91532,0.81137,1.22627,1.11919,2.40418,0.00423325,0.00423325,0.00423325
235,80259.9,1.45843,1.53816,2.55642,0.90126,0.88484,0.91689,0.8115,1.2266,1.11965,2.40517,0.0042085,0.0042085,0.0042085
236,80603.9,1.44489,1.5139,2.54449,0.89772,0.87735,0.91511,0.80984,1.23143,1.11683,2.40893,0.00418375,0.00418375,0.00418375
237,80950.5,1.47864,1.56684,2.55873,0.92186,0.87172,0.91644,0.81339,1.22793,1.10929,2.40856,0.004159,0.004159,0.004159
238,81293.8,1.47222,1.5485,2.56973,0.91788,0.87707,0.91668,0.81267,1.23012,1.10308,2.41005,0.00413425,0.00413425,0.00413425
239,81637.1,1.45618,1.50559,2.54491,0.91367,0.87774,0.91735,0.81256,1.23137,1.09957,2.41361,0.0041095,0.0041095,0.0041095
240,81980.9,1.46094,1.5146,2.55551,0.90323,0.89058,0.91835,0.81018,1.2332,1.09949,2.41785,0.00408475,0.00408475,0.00408475
241,82324.6,1.4472,1.50122,2.54634,0.92147,0.88024,0.91587,0.80828,1.2331,1.09888,2.42275,0.00406,0.00406,0.00406
242,82668.2,1.4377,1.48506,2.52945,0.92311,0.8726,0.92049,0.813,1.23325,1.09782,2.42706,0.00403525,0.00403525,0.00403525
243,83011.2,1.45121,1.52486,2.55153,0.89411,0.88452,0.92005,0.81109,1.23368,1.10372,2.42953,0.0040105,0.0040105,0.0040105
244,83354.8,1.44213,1.48439,2.53464,0.91092,0.8849,0.92133,0.81168,1.23363,1.09764,2.43042,0.00398575,0.00398575,0.00398575
245,83698.1,1.45535,1.5212,2.54926,0.89727,0.88578,0.91898,0.80988,1.23188,1.10595,2.43141,0.003961,0.003961,0.003961
